energy,state,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,t_1,t_2,trace,densityNN,doccp,exchange,hophop,sisj,sisjNNN,r,delta,method,basis,CAS active nMO,hf smearing
-108.17096625322239,0,0.999999991830328,0.9999999779574587,1.0000001031391768,0.9999999286912826,0.9999999220095737,1.000000106803454,0.9999999744203354,0.999999995148384,7.181447702494608,-0.0346234669071758,7.999999999999993,9.153207998967115,0.658871573600226,0.23686520353250873,0.6008031267670978,-2.4067346015080333,2.2138210375583194,3.6,0.0,casci,vtz,8,0.01
-107.72038726201166,1,1.0000000230177375,0.9999999431295448,1.000000080279627,0.9999999525256447,0.9999999562045259,1.0000000777537232,0.9999999446285277,1.0000000224606647,6.824581848095013,-0.06404279680226582,7.999999999999995,8.755196778224988,0.6513500447682461,-0.3496240066305063,0.5695987995592607,-2.013987191240994,2.29787617532695,3.6,0.0,casci,vtz,8,0.01
-107.36087421753474,2,1.0000000101378537,0.9999999637289624,1.0000000805147304,0.999999945555123,0.9999999480822455,1.0000000797201885,0.9999999649839866,1.000000007276905,6.481173469878409,-0.34847552388769154,7.999999999999995,9.666662126042146,0.6413747046939341,-1.7406882591117219,0.565951676004392,-1.5463214019546758,0.5221772677481797,3.6,0.0,casci,vtz,8,0.01
-106.96526378566827,3,1.000666980112218,0.9993331795839759,0.9993330973292844,1.0006667472439115,1.000666920044221,0.9993332797443308,0.9993330009020205,1.0006667950400248,5.8764466247229485,-0.3648814314029657,7.999999999999988,10.0157398084575,0.5584648950142558,-2.4829431395822326,0.503831851368901,-1.262463382323259,1.0453659587278006,3.6,0.0,casci,vtz,8,0.01
-106.96526348405007,4,0.9993331336056421,1.000666661489586,1.0006669424313328,0.9993332612391467,0.999333083266591,1.0006667638348166,1.000666839147141,0.9993333149857438,5.87644714845882,-0.36488231132009763,8.0,10.015738246661794,0.5584650879633106,-2.482942385951549,0.5038320379299456,-1.2624633686896747,1.0453650269657506,3.6,0.0,casci,vtz,8,0.01
-106.65595243022916,5,0.9995614848557344,1.000438413685039,1.0004385767009643,0.9995615309852365,0.9995614329561042,1.0004385031743839,1.0004384974684775,0.9995615601740662,5.593345360977047,-0.35150132413153024,8.000000000000007,9.772537378642332,0.542676805138547,-2.8573781814805983,0.47487356874098036,-1.0144452539202833,1.3277584340835982,3.6,0.0,casci,vtz,8,0.01
-106.65595178252181,6,1.0004384188129922,0.9995616312481651,0.9995616658197706,1.000438285164419,1.0004383624628046,0.9995617432391548,0.999561549283924,1.0004383439687627,5.593345086624142,-0.35150083081838557,7.999999999999993,9.772538534145696,0.5426767894284693,-2.857379538101186,0.4748734376554129,-1.0144448644858308,1.327756727752608,3.6,0.0,casci,vtz,8,0.01
-106.34049842545545,7,0.9999875688401089,1.0000124136043897,0.9999877119134605,1.0000123105546224,0.9999874661941328,1.0000125497718373,0.9999875888065094,1.000012390314927,5.19896291734053,-0.7012812854018773,7.999999999999988,10.22906117627949,0.5096485022773298,-3.704562732566514,0.4477770232680834,-0.7049839277866159,0.5463533356901551,3.6,0.0,casci,vtz,8,0.01
-106.3404983375972,8,1.0000123913994037,0.9999875779465828,1.0000124988073757,0.9999875262149568,1.000012358776136,0.9999876704154176,1.0000124023513202,0.9999875740888171,5.198962619404998,-0.7012809026246678,8.00000000000001,10.22906122635127,0.5096484164475252,-3.7045625165351925,0.44777695646156945,-0.7049840483202207,0.5463534502632859,3.6,0.0,casci,vtz,8,0.01
-106.26857083273902,9,1.003972645138441,0.9960278055427838,0.9960274509129787,1.0039720985463823,1.0039726093133723,0.9960279533024685,0.9960273045971787,1.0039721326463986,5.203406577861461,-0.7163657895055254,8.000000000000004,10.385257783216463,0.5260503715001494,-3.9894247809777372,0.4623231531877826,-0.6016020553152471,-0.06678540052153503,3.6,0.0,casci,vtz,8,0.01
-106.26856993882828,10,0.9960273586723769,1.0039721152987213,1.0039727617163492,0.9960277668183717,0.9960272669492705,1.0039722448359114,1.0039726327974785,0.9960278529115065,5.203406052964835,-0.7163664208350357,7.999999999999987,10.385258206679143,0.5260502372668732,-3.9894252581508316,0.4623229607981166,-0.6016019225943704,-0.06678559161470432,3.6,0.0,casci,vtz,8,0.01
-106.14183000685045,11,1.0000000691771196,0.9999999089967053,1.0000000030258351,1.0000000173478272,1.0000000219249838,1.0000000010981958,0.9999999109975641,1.0000000674317677,4.916990320928918,-0.03919111714005313,7.999999999999999,9.413285853205153,0.45510929390110655,-3.096142628953829,0.4116259104875595,-0.8052501488243732,2.5930145442659667,3.6,0.0,casci,vtz,8,0.01
-106.10957010461709,12,1.0000047543166943,0.9999952120607677,1.0000048254393705,0.9999952071404297,1.0000047466279975,0.9999952878118172,1.0000047470188267,0.9999952195840937,4.94071752033539,-0.8034952141670926,7.9999999999999964,10.518493648194424,0.48934268879956333,-4.315968180819926,0.43114548031591704,-0.47163932163864297,0.32964831934335537,3.6,0.0,casci,vtz,8,0.01
-106.10957009136575,13,0.999995257986622,1.00000476172251,0.9999952542312828,1.0000047239257355,0.999995188276051,1.000004791972166,0.9999952205645026,1.000004801321127,4.940717462483894,-0.8034950883249949,7.999999999999997,10.518493649282778,0.48934268043607493,-4.315968199020204,0.43114544855653847,-0.4716393128105928,0.3296482417430956,3.6,0.0,casci,vtz,8,0.01
-105.66292611972004,14,0.9999998999554173,1.0000000849246753,0.999999949844768,1.000000064295519,0.9999998416823406,1.0000001739905184,0.9999998574112595,1.0000001278954949,4.440631596864748,-0.33034641972564577,7.999999999999993,10.00469493246379,0.4300824705414195,-4.468717368698021,0.3815440942453168,-0.2668150487669372,1.1472962313982995,3.6,0.0,casci,vtz,8,0.01
-105.66292607474261,15,1.0000001122334257,0.9999998365827973,1.0000002315441479,0.9999998219155369,1.0000000557163864,0.9999999977619098,1.0000000712030521,0.9999998730427447,4.44063246378364,-0.33034688684645724,8.0,10.004694647059694,0.4300827101557018,-4.468717863284418,0.3815443374803596,-0.2668147301227146,1.1472961051834336,3.6,0.0,casci,vtz,8,0.01
-105.63007793294011,16,1.0000000076102595,0.9999999677526896,1.0000000615572946,0.9999999616742347,0.9999999671392451,1.0000000578703565,0.9999999712179843,1.0000000051779308,4.432764153717141,-0.5481150619422622,7.999999999999995,10.707570502930867,0.44318102799587955,-5.256299261797201,0.38629621558992494,-0.04874299483411637,0.9516106551157069,3.6,0.0,casci,vtz,8,0.01
-105.47221246696115,17,0.9962872174134629,1.0037122133062972,1.0037128284173071,0.9962877450399679,0.9962871877346999,1.0037122760083776,1.0037127738071587,0.9962877582727214,4.193185560746155,-0.36242343666459964,7.999999999999993,10.024697300268315,0.4029680737964513,-4.718432629320309,0.35906081671727985,-0.14695801040692458,1.4049348033336702,3.6,0.0,casci,vtz,8,0.01
-105.47221066652567,18,1.0037127780260686,0.9962877629497775,0.9962872978269388,1.003712163056986,1.0037127064271836,0.9962878565833866,0.996287203941964,1.0037122311876916,4.193184962871426,-0.3624218092070005,7.9999999999999964,10.024696924094311,0.40296785589141115,-4.71843212708683,0.35906070965025666,-0.14695816748016222,1.4049359788926026,3.6,0.0,casci,vtz,8,0.01
-105.42617072184773,19,0.9999999945168826,0.9999999891998845,1.000000063805405,0.9999999544096754,0.9999999511996884,1.0000000652098313,0.9999999872085947,0.9999999944500357,4.227759890947224,-0.4895923988814229,7.999999999999997,9.706842609905875,0.42577233343105847,-4.3820917351783475,0.38875466599483477,-0.2356647848872948,0.050081978777584135,3.6,0.0,casci,vtz,8,0.01
-105.2998160649951,20,1.0070754308616345,0.9929247524239823,0.9929246287846771,1.0070751926693713,1.0070753704655546,0.9929248209207122,0.9929245629040531,1.0070752409699955,4.038034563398735,-1.0139417749322188,7.9999999999999805,11.100891492028694,0.4150708653000174,-6.110526224165579,0.3603346679180323,0.2800402390756159,-0.011782285669630244,3.6,0.0,casci,vtz,8,0.01
-105.29981395981213,21,0.9929245177787691,1.0070752959440714,1.0070755028448766,0.9929246872539752,0.9929244894785514,1.0070753223290188,1.007075483010563,0.9929247013601734,4.0380328221090975,-1.0139440333598229,7.999999999999999,11.100892391750744,0.4150705354545224,-6.1105260354173,0.3603341609055982,0.2800399197709643,-0.011784975360659034,3.6,0.0,casci,vtz,8,0.01
-105.23551489688343,22,0.9999999281222596,1.000000064203415,1.0000001210618965,0.9999998880119298,0.9999998829097543,1.0000001239908811,1.0000000641482378,0.9999999275516218,3.9988940037528513,-1.1381512196496093,7.9999999999999964,11.069247498338097,0.42053970084401726,-6.17835685995199,0.3637704002567494,0.32186655539147035,-0.5181411350147498,3.6,0.0,casci,vtz,8,0.01
-105.13271111146216,23,0.9999999861513434,0.9999999941957909,1.00000005692667,0.999999960426657,0.9999999535210399,1.0000000539806915,0.9999999967703667,0.9999999980274432,3.9246447535908775,-0.5656724223545093,8.000000000000002,11.05679056479684,0.40495857769686633,-6.14369942003373,0.3705063462102537,0.3076520688176555,-0.46878806700535325,3.6,0.0,casci,vtz,8,0.01
-105.01421613541946,24,1.0000006294277357,0.999999358160164,1.00000069719793,0.9999993160473508,1.0000005934766985,0.9999994197632047,1.0000006351656394,0.9999993507612586,3.790380005138073,-0.6511671100646134,7.999999999999982,11.44514095942507,0.39516112444167983,-6.7834477251770995,0.35467344043679455,0.5304386227322825,-0.48354464818841714,3.6,0.0,casci,vtz,8,0.01
-105.01421612626064,25,0.9999993515161324,1.000000614394518,0.9999994301086486,1.0000006046075003,0.9999993331077912,1.000000702169313,0.9999993432427849,1.0000006208533105,3.7903798636069403,-0.6511668863180058,7.999999999999999,11.445140938279074,0.3951610791337616,-6.783447620066417,0.35467343642902155,0.5304385754634392,-0.48354456885067654,3.6,0.0,casci,vtz,8,0.01
-104.95482253080696,26,1.0006653325105352,0.9993347926791729,0.9993347309963936,1.0006651538034714,1.000665248662027,0.9993348528813526,0.9993346877937734,1.0006652006732684,3.6623057070821,-0.4730565555950393,7.999999999999996,11.345290530274463,0.3671019434664607,-6.749400670770925,0.3303555210589357,0.5383777028168467,0.7061287474213422,3.6,0.0,casci,vtz,8,0.01
-104.95482222011891,27,0.999334653577729,1.0006652157063542,1.0006653716873801,0.9993347571085356,0.9993346284927704,1.0006652687217252,1.0006653275637278,0.9993347771417684,3.662306764092009,-0.4730570760059222,7.999999999999991,11.345287136468931,0.3671022284707045,-6.749397215602556,0.33035580437505996,0.5383768236840454,0.7061221235595615,3.6,0.0,casci,vtz,8,0.01
-104.8767588826579,28,1.0054694889798945,0.99453094948786,0.9945305665054172,1.005469001706833,1.0054694255928773,0.994531007094606,0.9945305244377918,1.0054690361947025,3.576468995370412,-0.7000063053150698,7.999999999999982,10.385139114924398,0.3647253184170331,-5.920334225773264,0.32614693441663806,0.3638823341555327,0.017087243630877436,3.6,0.0,casci,vtz,8,0.01
-104.87675547127921,29,0.9945305147124546,1.0054690193720166,1.0054695478614923,0.9945309120799359,0.9945304917131659,1.0054691025322584,1.0054694578260865,0.9945309539025886,3.5764664406067492,-0.7000085692042954,7.999999999999998,10.385143242614834,0.3647247438983767,-5.92033736490732,0.326146159293027,0.3638828717999516,0.01709329782708624,3.6,0.0,casci,vtz,8,0.01
-104.7503841935289,30,0.9999999359103368,1.0000000583598725,1.0000001052834424,0.9999999014269719,0.9999999027753842,1.0000001042519377,1.00000006097016,0.9999999310218858,3.384551285256312,-0.7366794260821179,7.999999999999991,10.638334558537013,0.33945433778164213,-6.379160503757063,0.30010283419623507,0.529996612244278,0.26736222664481135,3.6,0.0,casci,vtz,8,0.01
-104.71313359942566,31,1.000821027277824,0.9991791164144304,0.9991789753769762,1.0008208687950466,1.0008210249077325,0.9991791557466984,0.9991789417759551,1.0008208897053321,3.370272734583253,-0.33254950203726197,7.999999999999996,11.023443083934872,0.3348535338295597,-6.860776932318396,0.2946896519331704,0.6745276951754797,1.423738232872352,3.6,0.0,casci,vtz,8,0.01
-104.71313293099591,32,0.9991789867045802,1.0008208318900023,1.0008210572701994,0.999179121675678,0.9991789621880223,1.000820889945777,1.000821006916642,0.9991791434090946,3.370272365358601,-0.33254911449930846,7.999999999999996,11.023442770291421,0.3348534283574533,-6.860776660808151,0.2946894502606847,0.6745276378312208,1.4237369348836222,3.6,0.0,casci,vtz,8,0.01
-104.63537944839057,33,1.0056172345401646,0.9943831901473217,0.9943828242289222,1.0056167460810104,1.0056171897798243,0.9943832565159355,0.9943827570845365,1.005616801622279,3.3274109158042453,-0.7202244196657022,7.999999999999994,11.424148433880903,0.3465362387646448,-7.286737511675575,0.3109233516169667,0.7873316473675617,-0.13741325619134892,3.6,0.0,casci,vtz,8,0.01
-104.63537612963898,34,0.994382755328495,1.0056167902695972,1.0056172982298444,0.9943831562923295,0.994382722994609,1.0056168613462675,1.005617227358063,0.994383188180789,3.327410246218122,-0.7202253749154056,7.999999999999995,11.424148407571245,0.3465361243857085,-7.286737156676609,0.3109231344935153,0.7873314764454933,-0.13741315644518304,3.6,0.0,casci,vtz,8,0.01
-104.49837077690336,35,0.9999986423985592,1.0000013537323127,0.9999983834709654,1.0000016222685884,0.9999985964074551,1.0000014066595944,0.9999983332387901,1.0000016618237364,3.103997747794425,-0.46835058869607743,8.000000000000002,11.038672821746689,0.30857909693580454,-7.1619552009788725,0.27225377425153746,0.8213093950527642,1.3551694228579763,3.6,0.0,casci,vtz,8,0.01
-104.49837074853443,36,1.000001605695429,0.9999983785990919,1.0000014843477965,0.9999985520545132,1.000001533121241,0.9999984746031263,1.0000014278752756,0.9999985437035139,3.10399684681114,-0.46835146250098886,7.999999999999988,11.038673094581524,0.3085789077743957,-7.161954949635321,0.27225351538617787,0.8213092011722793,1.3551696142655356,3.6,0.0,casci,vtz,8,0.01
-104.32691083136278,37,0.9999998619382693,1.0000001303515704,1.0000001951307502,0.9999998055825687,0.9999998212533038,1.0000001873676765,1.0000001343305853,0.9999998640452754,2.943363064596222,-0.9078561431027603,8.0,11.58963736723249,0.3131693124275937,-7.983723595855854,0.274061817116077,1.0944524561198046,-0.18691379426814336,3.6,0.0,casci,vtz,8,0.01
-104.32558424520515,38,0.9999999196613947,1.0000000959372874,1.0000001189870265,0.9999998778334359,0.9999998695912071,1.0000001358317019,1.0000000980022197,0.9999998841557259,2.940463094023084,-0.9101236285726904,8.0,11.567810777872728,0.31249441045759885,-7.960612524438198,0.27316402012651786,1.0883535677509173,-0.2432884250604458,3.6,0.0,casci,vtz,8,0.01
-104.28800169702008,39,0.9999999585882184,1.0000000218754754,1.0000000868102314,0.9999999343173827,0.9999999204551856,1.0000000896125707,1.0000000422469493,0.9999999460939846,2.908400492445082,-0.7701878407545619,7.999999999999998,11.68765790576855,0.3043836201499949,-8.05997353791515,0.27196942266876084,1.1080722925154372,0.15149856483289348,3.6,0.0,casci,vtz,8,0.01
-104.28673107554944,40,0.9999999898493819,0.9999999867793053,1.0000000790236019,0.999999943376362,0.9999999433409783,1.0000000785610061,0.9999999848166714,0.999999994252688,2.8971279594846835,-0.776070163579744,7.999999999999995,11.575270136134181,0.30139282595618927,-7.9572750290623375,0.26901110783973536,1.084819980497624,-0.2578440079140416,3.6,0.0,casci,vtz,8,0.01
-104.11801217517547,41,1.000000028176466,0.9999999768277563,1.000000005079834,1.0000000030423892,0.9999999991245916,1.0000000066580128,0.9999999988650733,0.9999999822258754,2.638215178030371,1.0895173652158974e-12,7.999999999999999,10.35061677730462,0.24818166796145938,-7.063980958222875,0.21700084532386615,0.9443362847852825,2.8798973993469454,3.6,0.0,casci,vtz,8,0.01
