energy,state,n_0,n_1,n_2,n_3,t_1,t_2,trace,densityNN,doccp,exchange,hophop,sisj,sisjNNN,r,delta,method,basis,CAS active nMO,hf smearing
-58.54580815603854,0,0.9999999801300139,1.0000000198920809,0.9999999689291916,1.0000000310487138,3.1064192505988446,1.744090982747082e-14,4.0,4.5134205349407335,0.25367391401032025,0.7374600812389375,0.24177155579962117,-1.497085174354652,0.6873406098623912,3.6,0.0,casci,vtz,4,0.01
-58.26073547101259,1,0.9999999994867488,1.0000000002298077,0.9999999721255521,1.0000000281578938,2.951076001322168,5.294376048681215e-15,4.000000000000003,4.090129313906386,0.28948489608132505,-0.9135193451971655,0.24442023912813138,-0.5657726558780138,0.7828863279390068,3.6,0.0,casci,vtz,4,0.01
-57.39988595149921,2,0.9999999815828484,1.0000000183863786,0.9999999566085374,1.0000000434222363,2.081729132042632,-0.563068527343576,4.000000000000001,5.433535608282456,0.27790738610156895,-3.2910184426511147,0.25728181307415554,0.28712531925494333,-1.078694779678768,3.6,0.0,casci,vtz,4,0.01
-56.940493884117465,3,0.9695500369978397,1.03044997132457,0.969550014413847,1.0304499771718107,1.398628937605927,-0.6005892096202823,3.9999999999080678,5.710976875263299,0.1606475211318324,-3.855488437608667,0.1277577140870252,0.4999999999885087,-0.37951435913963466,3.6,0.0,casci,vtz,4,0.01
-56.940493659032064,4,1.0304499543301904,0.9695500372575939,1.0304499386440387,0.969550069810748,1.398628886362264,-0.6005892553761915,4.00000000004257,5.71097691385034,0.1606475110371121,-3.855488456935812,0.1277577157139933,0.5000000000053213,-0.37951436672748684,3.6,0.0,casci,vtz,4,0.01
-55.51378797977031,5,1.000000000000001,1.0000000000000009,1.0,1.0000000000000009,3.3306690738754696e-16,2.609024107869118e-15,4.000000000000003,5.3333333333333375,3.7580645395963536e-18,-5.3333333333333375,-8.846940300105502e-17,1.3333333333333344,0.6666666666666681,3.6,0.0,casci,vtz,4,0.01
-53.815216371050944,6,1.0000003659186372,0.9999996349535799,1.000000209476853,0.9999997896509323,3.896109578179345,1.325905531202043e-13,4.000000000000003,3.7847099147210606,1.166871985565361,-1.5114247999084116,-0.6070290859432068,-0.19046507872605928,0.06561906790007968,3.6,0.0,casci,vtz,4,0.01
-50.112565343176726,7,0.9132383352589564,1.086761746306606,0.9132383130937001,1.0867616053937041,1.8004149259566946,-1.3880256844005416,4.0000000000529665,4.618372121360564,1.0168776763225806,-1.9275581819747403,0.4133068973465468,-0.1908139393527709,-0.046527803418535116,3.6,0.0,casci,vtz,4,0.01
-50.112564118538785,8,1.086762849831659,0.9132370691694227,1.086762257531568,0.9132378234987863,1.8004145309042054,-1.3880265277002486,4.000000000031436,4.618371633777084,1.016877696794792,-1.9275574506281117,0.4133067691817681,-0.1908141831302152,-0.04652754428154515,3.6,0.0,casci,vtz,4,0.01
-50.00910348147421,9,1.0873757561806139,0.9126244376312047,1.0873751052105836,0.9126247007234678,1.6836529592335994,0.09303041806415785,3.99999999974587,4.691004402618013,0.9597179267299656,-3.3455022012453783,-0.6305988990540439,0.49999999996818595,0.2197884450792848,3.6,0.0,casci,vtz,4,0.01
