natom,r,method,state,eigenstate,energy,energy_err,trace,trace_err,n_0,n_0_err,n_1,n_1_err,n_2,n_2_err,n_3,n_3_err,n_4,n_4_err,n_5,n_5_err,n_6,n_6_err,n_7,n_7_err,t_1,t_1_err,t_2,t_2_err,t_3,t_3_err,doccp,doccp_err,v,v_err,sisj,sisj_err
8,2.0,casscf,0,True,-115.7758165490954,0.0,7.968897057194715,0.0,1.0162474029613708,0.0,1.0100829415064363,0.0,0.9792347762770556,0.0,0.9806995577399856,0.0,0.9735112388821564,0.0,0.984690515924524,0.0,1.007457217129427,0.0,1.0169734067737597,0.0,9.30783081598437,0.0,-0.0346211293401327,0.0,-2.3525101598736646,0.0,1.7841629607243157,0.0,1.459615581160291,0.0,-1.427309590768308,0.0
8,2.0,casscf,1,True,-113.05575940304342,0.0,7.967950568402266,0.0,1.0111882803576089,0.0,1.062826414377144,0.0,0.9260455557976952,0.0,0.9853496347182472,0.0,0.9789156331260772,0.0,0.93186248860579,0.0,1.0599665073885354,0.0,1.011796054031168,0.0,8.608204401654103,0.0,-0.0354109513607869,0.0,-1.2509705417108343,0.0,1.6546698669168276,0.0,1.2648409528668931,0.0,-1.1416141686310648,0.0
8,2.0,casscf,2,True,-109.86688362471318,0.0,7.967069296145816,0.0,1.0271453569094922,0.0,0.998621541893813,0.0,1.02490291300378,0.0,0.9347231677480868,0.0,0.9276188934238994,0.0,1.0306267578487842,0.0,0.9958221593046214,0.0,1.0276085060133386,0.0,7.92213786196274,0.0,-0.3262588328455468,0.0,-0.744537756351101,0.0,1.5797864946186846,0.0,1.1984342713024445,0.0,-0.9293940471966446,0.0
8,2.0,casscf,3,True,-109.8071264273365,0.0,7.965476238465503,0.0,1.056133237260942,0.0,1.0442060223422338,0.0,0.9242312996092166,0.0,0.959889691077264,0.0,0.9527435350112644,0.0,0.9305697033013338,0.0,1.0411926400784504,0.0,1.0565101097847975,0.0,8.502578548872325,0.0,0.1648951093738696,0.0,-1.1259807309777663,0.0,2.1017692285444425,0.0,0.7183387618591224,0.0,-1.0366100331120798,0.0
8,2.0,casscf,4,True,-109.65939082771828,0.0,7.966004130149639,0.0,1.008332400114307,0.0,1.060946439994063,0.0,0.954887623409526,0.0,0.9602096758241712,0.0,0.9539298272879776,0.0,0.9609190382238773,0.0,1.0581342645561136,0.0,1.0086448607396032,0.0,7.845189714456666,0.0,-0.253877157393494,0.0,-0.5403583359056521,0.0,1.620360984875449,0.0,1.2540385669059575,0.0,-0.9357840666421876,0.0
8,2.0,casscf,5,True,-107.46234330037034,0.0,7.965183715568186,0.0,1.094374844537743,0.0,0.9323589000840994,0.0,0.9290993546113856,0.0,1.0274207645563105,0.0,1.0227149318410411,0.0,0.9357357805887894,0.0,0.9279947846177208,0.0,1.0954843547310964,0.0,7.391405036778262,0.0,-1.0953542824268805,0.0,-1.180517576156508,0.0,1.5700677858254195,0.0,1.1199038786145823,0.0,-0.744014871074097,0.0
8,2.0,casscf,6,True,-107.28714160624097,0.0,7.966342702855695,0.0,0.9623929164296418,0.0,1.114547658647747,0.0,0.9234292103707762,0.0,0.984933169045798,0.0,0.9765091215344998,0.0,0.9286265221077572,0.0,1.1135576647515957,0.0,0.9623464399678796,0.0,7.908335988371621,0.0,0.143671584650219,0.0,-0.5280140248671674,0.0,1.9443283730755845,0.0,0.598076209121673,0.0,-0.7875572687476171,0.0
8,2.0,casscf,7,True,-106.996944119983,0.0,7.966368129163555,0.0,1.0775208749264804,0.0,0.968804813075333,0.0,0.9319471412011938,0.0,1.0060051161433592,0.0,1.0000119934363585,0.0,0.938258835547232,0.0,0.9656321648029976,0.0,1.0781871900306006,0.0,7.281112741098739,0.0,-1.0544572642358736,0.0,-0.8081689376120598,0.0,1.6112702429914154,0.0,1.145374007842309,0.0,-0.7515559913545412,0.0
8,2.0,casscf,8,True,-106.81367301906916,0.0,7.965303114603611,0.0,1.0022136127812828,0.0,1.0412517516208712,0.0,1.0019839777740247,0.0,0.9389709252272296,0.0,0.9320646198603874,0.0,1.0079068177714032,0.0,1.038350977559464,0.0,1.0025604320089485,0.0,7.199992286489718,0.0,-0.2656026035987319,0.0,0.1242665789718465,0.0,1.4735263044689946,0.0,1.0895230417486697,0.0,-0.685513491413326,0.0
8,2.0,casscf,9,True,-105.98373613797524,0.0,7.956615883358493,0.0,0.954005234207096,0.0,1.1037803401887252,0.0,0.9189061799827573,0.0,1.0030400977716356,0.0,0.9972471342148111,0.0,0.924631736756972,0.0,1.100707363381196,0.0,0.9542977968552996,0.0,7.846621742674094,0.0,0.184573115057956,0.0,-0.5854153196408848,0.0,2.109721134029197,0.0,0.5399064949383237,0.0,-1.0977833557941648,0.0
8,2.0,casscf,10,True,-105.26930317507838,0.0,7.964656058876635,0.0,1.16333794067386,0.0,0.9816546529173962,0.0,0.944386472487726,0.0,0.8941008274520135,0.0,0.8896152295518558,0.0,0.9483103770679476,0.0,0.9797536011273238,0.0,1.1634969575985117,0.0,7.103702507229077,0.0,-2.670097044598122,0.0,-2.520533894439424,0.0,1.676940420729489,0.0,0.8952113843833742,0.0,-0.6676118494412461,0.0
