,name,Parameters,cviteration,test_sloss,test_loss,Energy test rms error (eV),Test loss,train_sloss,train_loss,energy_loss,state,ai_energy,model_energy,t,U,r,w0,state_cutoff
0,E0_t_U_J,"t,U,J",0.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,0.0,-2.103492858727168,-2.1204090099589914,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
1,E0_t_U_J,"t,U,J",1.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,1.0,-2.100451841340057,-2.0977370764032512,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
2,E0_t_U_J,"t,U,J",2.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,2.0,-2.024962511459562,-2.0338992377932117,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
3,E0_t_U_J,"t,U,J",3.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,3.0,-2.0119594766045896,-2.0057219735298766,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
4,E0_t_U_J,"t,U,J",4.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,4.0,-1.9097428108403007,-1.909750672920471,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
5,E0_t_U_J,"t,U,J",5.0,0.023043668247804003,0.08515313576629442,0.46031215762963434,0.016916151231823218,6.733606568961884e-05,1.4190391446203074,0.008289530037946295,5.0,-1.9097386580065447,-1.9097506729204703,-0.13912516009548875,0.20323875221151932,2.4,0.6,10
6,E0_t_U_J,"t,U,J",0.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,0.0,-2.103492858727168,-2.1060649184193405,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
7,E0_t_U_J,"t,U,J",1.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,1.0,-2.100451841340057,-2.058689847362891,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
8,E0_t_U_J,"t,U,J",2.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,2.0,-2.024962511459562,-2.0258824864094356,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
9,E0_t_U_J,"t,U,J",3.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,3.0,-2.0119594766045896,-2.0055272058642113,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
10,E0_t_U_J,"t,U,J",4.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,4.0,-1.9097428108403007,-1.9112110234162845,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
11,E0_t_U_J,"t,U,J",5.0,0.14044650903767866,0.12618080816104332,1.1364023229102447,0.04176199397716562,2.8377210212122316e-05,1.390575614377764,0.017307144964161063,5.0,-1.9097386580065447,-1.911211023416285,-0.1284839831984055,0.16235096467971682,2.4,0.6,10
12,E0_t_U_J,"t,U,J",0.0,0.017903193067349436,0.08028743475811649,0.40573445160444604,0.014910458543273997,7.098659154490559e-06,1.423722603888277,0.006266575357097071,0.0,-2.103492858727168,-2.10577566993548,-0.12900284146869984,0.1992727608090239,2.4,0.6,10
13,E0_t_U_J,"t,U,J",1.0,0.017903193067349436,0.08028743475811649,0.40573445160444604,0.014910458543273997,7.098659154490559e-06,1.423722603888277,0.006266575357097071,1.0,-2.100451841340057,-2.0976810872018605,-0.12900284146869984,0.1992727608090239,2.4,0.6,10
14,E0_t_U_J,"t,U,J",2.0,0.017903193067349436,0.08028743475811649,0.40573445160444604,0.014910458543273997,7.098659154490559e-06,1.423722603888277,0.006266575357097071,2.0,-2.024962511459562,-2.0255944453274637,-0.12900284146869984,0.1992727608090239,2.4,0.6,10
